isu_cd,kor_cor_nm,chg_dt,tr_stp_rsn
267810,ANTZ,2023/04/04,DELISTING (KONEX)
271850,DIOGENE,2023/04/12,DELISTING (KONEX)
058420,J way,2023/04/14,DELISTING (KOSDAQ)
267060,MJ Holdings,2023/04/18,DELISTING (KONEX)
426670,DaishinBalanceNo.12,2023/04/20,DELISTING (KOSDAQ)
215050,B&D Life Health ,2023/04/21,DELISTING (KONEX)
008560,MERITZ SECU,2023/04/25,DELISTING (Stock)
396770,NH SPAC 22,2023/04/28,DELISTING (KOSDAQ)
135160,MSGOC,2023/05/02,DELISTING (KONEX)
050540,MPC plus,2023/05/08,DELISTING (KOSDAQ)
140290,CHUNGKWANG CONSTRUCTION,2023/05/08,DELISTING (KONEX)
353490,MIRAE ASSET DW SPAC 5,2023/05/17,DELISTING (KOSDAQ)
388220,Hana19SPAC,2023/05/23,DELISTING (KOSDAQ)
285770,Life Science Technology,2023/06/12,DELISTING (KONEX)
281310,BIOSYNECTICS,2023/06/12,DELISTING (KONEX)
367340,DB Finance No.8 SPAC,2023/07/17,DELISTING (KOSDAQ)
096640,MELFAS,2023/07/17,DELISTING (KOSDAQ)
078650,G9pharma,2023/07/21,DELISTING (KOSDAQ)
348840,Daydream,2023/08/10,DELISTING (KONEX)
048260,OSSTEMIMPLANT,2023/08/14,DELISTING (KOSDAQ)
010050,WIB,2023/08/28,DELISTING (Stock)
298870,Woori Venture Partners,2023/08/28,DELISTING (KOSDAQ)
409570,Korea No.10 SPAC,2023/08/31,DELISTING (KOSDAQ)
367480,Yuanta SPAC 8,2023/09/08,DELISTING (KOSDAQ)
242350,PNI,2023/09/18,DELISTING (KONEX)
366330,Shinhan 7th SPAC,2023/09/18,DELISTING (KOSDAQ)
400560,HANA20SPAC,2023/09/19,DELISTING (KOSDAQ)
353060,HMCIB NO.5 SPAC,2023/09/22,DELISTING (KOSDAQ)
069110,COSON,2023/10/20,DELISTING (KOSDAQ)
085370,Lutronic,2023/10/27,DELISTING (KOSDAQ)
440200,KB No.23 SPAC,2023/11/03,DELISTING (KOSDAQ)
405350,IBKS No. 17 SPAC,2023/11/03,DELISTING (KOSDAQ)
015540,EcoVive,2023/11/07,DELISTING (Stock)
155900,Badaro19,2023/11/24,DELISTING (Stock)
367360,DB Finance No.9 SPAC,2023/11/24,DELISTING (KOSDAQ)
138690,LIS,2023/12/06,DELISTING (KOSDAQ)
373340,EUGENE SPAC VI,2023/12/13,DELISTING (KOSDAQ)
046140,SBS Contents Hub,2023/12/18,DELISTING (KOSDAQ)
450410,NH SPAC 28,2023/12/21,DELISTING (KOSDAQ)
377630,SAMSUNG SPAC Ⅳ,2023/12/27,DELISTING (KOSDAQ)
380440,NH SPAC 19,2024/01/02,DELISTING (Stock)
141020,DSNL,2024/01/03,DELISTING (KOSDAQ)
404950,DB FinanceNo.10 SPAC,2024/01/04,DELISTING (KOSDAQ)
091990,Celltrion Healthcare,2024/01/12,DELISTING (KOSDAQ)
380320,SAMSUNG MUST SPAC V,2024/01/23,DELISTING (KOSDAQ)
377400,HI-6 SPAC,2024/01/25,DELISTING (KOSDAQ)
068400,SK RENT A CAR,2024/01/31,DELISTING (Stock)
427950,Hana23SPAC,2024/02/01,DELISTING (KOSDAQ)
114120,CrucialTec,2024/02/15,DELISTING (KOSDAQ)
426550,IBKS No.19 SPAC,2024/02/15,DELISTING (KOSDAQ)
372290,Hana Must Seven SPAC,2024/02/19,DELISTING (KOSDAQ)
183410,GolfzonDeca,2024/02/22,DELISTING (KONEX)
001880,DL Con,2024/03/04,DELISTING (Stock)
115960,YONWOO,2024/03/06,DELISTING (KOSDAQ)
150440,Finotek,2024/03/21,DELISTING (KONEX)
397880,Kyobo 11 SPAC,2024/03/25,DELISTING (KOSDAQ)
224020,SKCS,2024/03/29,DELISTING (KONEX)
248020,ZAM,2024/04/05,DELISTING (KONEX)
419270,SHT-7 SPAC,2024/04/25,DELISTING (KOSDAQ)
322190,VERNE,2024/04/25,DELISTING (KONEX)
393360,Shinhan 8th SPAC,2024/04/30,DELISTING (KOSDAQ)
058220,ARION,2024/05/03,DELISTING (KOSDAQ)
436530,KB No.22 SPAC,2024/05/03,DELISTING (KOSDAQ)
391060,NH SPAC 20,2024/05/14,DELISTING (KOSDAQ)
148140,BDI,2024/06/07,DELISTING (KOSDAQ)
405640,Shinhan 9th SPAC,2024/06/11,DELISTING (KOSDAQ)
161570,THE MIDONG,2024/06/17,DELISTING (KOSDAQ)
386580,HANWHAPLUSNO2SPAC,2024/06/17,DELISTING (KOSDAQ)
163430,DPECO,2024/06/18,DELISTING (KONEX)
006580,DaeyangPaper,2024/06/21,DELISTING (KOSDAQ)
058530,PANACEA,2024/06/25,DELISTING (KOSDAQ)
388800,Eugene SPAC VII,2024/07/02,DELISTING (KOSDAQ)
003410,SSANGYONGCNE,2024/07/09,DELISTING (Stock)
181340,isMedia,2024/07/10,DELISTING (KOSDAQ)
136510,Smart Solutions,2024/07/25,DELISTING (KOSDAQ)
400840,HI-7 SPAC,2024/07/26,DELISTING (KOSDAQ)
065560,Nokwon C & I,2024/07/29,DELISTING (KOSDAQ)
299670,SMVINA,2024/08/16,DELISTING (KONEX)
258250,CGT,2024/08/30,DELISTING (KONEX)
430230,Hana24SPAC,2024/09/03,DELISTING (KOSDAQ)
089530,AT semicon,2024/09/06,DELISTING (KOSDAQ)
119860,Connectwave,2024/09/24,DELISTING (KOSDAQ)
436610,Korea No.11 SPAC,2024/09/27,DELISTING (KOSDAQ)
286000,CNT Dream,2024/10/07,DELISTING (KONEX)
282690,DONG AH TIRE,2024/10/08,DELISTING (Stock)
164060,ILOODA,2024/10/22,DELISTING (KOSDAQ)
263540,Earth & Aerospace,2024/11/06,DELISTING (KOSDAQ)
287410,Jeisys Medical,2024/11/07,DELISTING (KOSDAQ)
062860,TLi,2024/11/14,DELISTING (KOSDAQ)
421800,Kyobo 12 SPAC,2024/11/19,DELISTING (KOSDAQ)
438220,DaishinBalance No.13 SPAC,2024/11/20,DELISTING (KOSDAQ)
138580,BusinessOn,2024/11/22,DELISTING (KOSDAQ)
415580,Sangsangin SPAC III,2024/12/04,DELISTING (KOSDAQ)
115390,L&L,2024/12/09,DELISTING (Stock)
419700,EVPS,2024/12/12,DELISTING (KONEX)
430460,HANWHAPLUSNO3SPAC,2024/12/13,DELISTING (KOSDAQ)
418170,HANA22SPAC,2024/12/19,DELISTING (KOSDAQ)
080000,SNU,2024/12/20,DELISTING (KOSDAQ)
214310,SL Energy,2024/12/23,DELISTING (KOSDAQ)
406760,Hana21SPAC,2024/12/26,DELISTING (KOSDAQ)
900280,Golden Century,2025/01/08,DELISTING (KOSDAQ)
412930,MIRAE ASSET VISION SPAC 1,2025/01/21,DELISTING (KOSDAQ)
424140,KB No.21 SPAC,2025/02/04,DELISTING (KOSDAQ)
422040,NH SPAC 23,2025/02/10,DELISTING (KOSDAQ)
425290,SAMSUNG SPAC VI,2025/02/11,DELISTING (KOSDAQ)
160600,EQUIPMENTS CELL,2025/02/14,DELISTING (KOSDAQ)
299910,Anic,2025/02/14,DELISTING (KOSDAQ)
078940,QUANTAPIA,2025/02/19,DELISTING (KOSDAQ)
376190,LB Lusem,2025/02/21,DELISTING (KOSDAQ)
034300,Shinsegae E&C,2025/02/24,DELISTING (Stock)
446600,KaiBioTech,2025/02/25,DELISTING (KONEX)
413600,Kiwoom No. 6 SPAC,2025/02/28,DELISTING (KOSDAQ)
433530,Kiwoom No.7 SPAC,2025/03/07,DELISTING (KOSDAQ)
268600,Cellivery,2025/03/07,DELISTING (KOSDAQ)
430700,Yuanta SPAC 9,2025/03/17,DELISTING (KOSDAQ)
038340,MIT,2025/03/28,DELISTING (KOSDAQ)
458320,KB No.26 SPAC,2025/03/28,DELISTING (KOSDAQ)
214870,HanulBnC,2025/03/31,DELISTING (KOSDAQ)
168490,KIM PARALLEL OIL,2025/04/01,DELISTING (Stock)
418210,Shinhan 10th SPAC,2025/04/04,DELISTING (KOSDAQ)
477530,Korea No.14 SPAC,2025/04/29,DELISTING (KOSDAQ)
258540,SL Therapeutics,2025/05/07,DELISTING (KONEX)
435380,Yuanta SPAC 10,2025/05/14,DELISTING (KOSDAQ)
457390,DaishinBalanceNo.15 SPAC,2025/05/15,DELISTING (KOSDAQ)
435870,SKS No.8 SPAC,2025/05/16,DELISTING (KOSDAQ)
456440,DB Finance No.11 SPAC,2025/05/16,DELISTING (KOSDAQ)
435620,Hana25SPAC,2025/05/26,DELISTING (KOSDAQ)
437780,NH SPAC 24,2025/05/26,DELISTING (KOSDAQ)
283100,Novomics,2025/05/28,DELISTING (KONEX)
439730,IBKS No.20 SPAC,2025/06/02,DELISTING (KOSDAQ)
439250,SAMSUNG SPAC VII,2025/06/02,DELISTING (KOSDAQ)
438580,NH SPAC 25,2025/06/11,DELISTING (KOSDAQ)
029960,KOENTEC,2025/06/16,DELISTING (KOSDAQ)
468510,SAMSUNG SPAC IX,2025/06/17,DELISTING (KOSDAQ)
072520,GenNBio,2025/06/18,DELISTING (KOSDAQ)
071460,WINIA,2025/06/18,DELISTING (KOSDAQ)
226440,HANSONGNEOTECH,2025/06/19,DELISTING (KOSDAQ)
323230,MFM KOREA,2025/06/19,DELISTING (KOSDAQ)
439410,NHSPAC26,2025/07/08,DELISTING (KOSDAQ)
442130,EUGENE SPAC IX,2025/07/09,DELISTING (KOSDAQ)
476470,KB No.28 SPAC,2025/07/09,DELISTING (KOSDAQ)
442310,DaishinBalanceNo.14 SPAC,2025/07/11,DELISTING (KOSDAQ)
440790,Kyobo 13 SPAC,2025/07/11,DELISTING (KOSDAQ)
023460,CNH,2025/07/14,DELISTING (KOSDAQ)
440820,NHSPAC27,2025/07/21,DELISTING (KOSDAQ)
950110,SBI FinTech Solutions,2025/07/24,DELISTING (KOSDAQ)
445360,BNK SPAC 1,2025/07/28,DELISTING (KOSDAQ)
049770,DONGWON F & B,2025/07/31,DELISTING (Stock)
445970,SHT-9 SPAC,2025/08/01,DELISTING (KOSDAQ)
289860,GITSN,2025/08/14,DELISTING (KONEX)
086460,Cur,2025/08/19,DELISTING (KONEX)
044060,JOKWANG ILI,2025/08/21,DELISTING (KOSDAQ)
290380,DAEYU,2025/08/21,DELISTING (KOSDAQ)
430220,SHT-8 SPAC,2025/08/22,DELISTING (KOSDAQ)
019590,SUNP,2025/09/08,DELISTING (KOSDAQ)
446190,MAV SPAC 2,2025/09/09,DELISTING (KOSDAQ)
096040,E-TRON,2025/09/10,DELISTING (KOSDAQ)
024810,E.T.I,2025/09/10,DELISTING (KOSDAQ)
